hash,author,date,title,faultID,file
af730e1,SytseK,2013-04-19 16:15:59,ENH: allow parameter value c=0 in folded normal distribution.  Closes gh-2399,2399,scipy/stats/distributions.py
af730e1,SytseK,2013-04-19 16:15:59,ENH: allow parameter value c=0 in folded normal distribution.  Closes gh-2399,2399,scipy/stats/tests/test_distributions.py
3560b67,Ralf Gommers,2013-05-06 21:34:58,Merge branch 'pr/2423' into master.,2382
d40cfe6,Ralf Gommers,2013-05-05 13:24:50,"BLD: try harder to locate Cython executable, it's not always on the path.",2397,tools/cythonize.py
0596c83,Pauli Virtanen,2013-05-01 03:24:41,Merge pull request #2435 from patvarilly/ckdtree-negative-index-bugfix,2427
31db7fc,Ralf Gommers,2013-03-25 21:59:51,BUG: fix invalid py3k syntax (u'') in savemat tests.,1858,scipy/io/matlab/tests/test_mio.py
23fac40,Ralf Gommers,2013-03-02 16:18:41,BUG: stats.kendalltau handling of inputs with only ties.,1658,scipy/stats/stats.py
23fac40,Ralf Gommers,2013-03-02 16:18:41,BUG: stats.kendalltau handling of inputs with only ties.,1658,scipy/stats/tests/test_stats.py
b6d90f1,Illia Polosukhin,2013-02-23 00:26:10,"Fixed #1429: pip install numpy scipy was failing because of the preinstallation request from pip to scipy.setup egg_info, before numpy actually is installed",1429,setup.py
af99e61,Ralf Gommers,2013-02-12 12:18:41,Merge pull request #428 from pv/bug/955-chndtr-fix,955
e59f912,Pauli Virtanen,2010-12-12 21:56:48,BUG: special/cdflib: sharper absolute tolerances in distribution fcn tails (#955),955
1f88b1c,Christian,2012-10-13 07:55:20,BUG: revision of wilcoxon signed rank test. Closes ticket 1744.,1744,scipy/stats/morestats.py
1f88b1c,Christian,2012-10-13 07:55:20,BUG: revision of wilcoxon signed rank test. Closes ticket 1744.,1744,scipy/stats/tests/test_morestats.py
68d9983,Jake Vanderplas,2013-02-02 10:27:52,fix for ticket 1829: http://projects.scipy.org/scipy/ticket/1829,1829,scipy/sparse/linalg/eigen/lobpcg/tests/test_lobpcg.py
b5be537,Ralf Gommers,2013-01-27 08:31:01,Merge pull request #406 from pv/flapack-import,1808
228e4d7,Pauli Virtanen,2013-01-26 19:34:11,BUG: linalg: backward compatibility for people addressing scipy.linalg.lapack.flapack etc (#1808),1808,scipy/lib/_util.py
228e4d7,Pauli Virtanen,2013-01-26 19:34:11,BUG: linalg: backward compatibility for people addressing scipy.linalg.lapack.flapack etc (#1808),1808,scipy/linalg/blas.py
228e4d7,Pauli Virtanen,2013-01-26 19:34:11,BUG: linalg: backward compatibility for people addressing scipy.linalg.lapack.flapack etc (#1808),1808,scipy/linalg/lapack.py
ee2fc01,Ralf Gommers,2013-01-24 00:44:13,BUG: weave: don't fail in default_dir() on $HOME not being writable.,1821,scipy/weave/catalog.py
d1cf7a3,Ralf Gommers,2013-01-20 22:31:43,BUG: let distribution methods raise an error if too many args given.,1815,scipy/stats/distributions.py
d1cf7a3,Ralf Gommers,2013-01-20 22:31:43,BUG: let distribution methods raise an error if too many args given.,1815,scipy/stats/tests/test_distributions.py
d567f79,Ralf Gommers,2013-01-05 14:18:17,"MAINT: in integrate.ode, generate understandable error for f2py issue.",1187,scipy/integrate/_ode.py
b69fe18,Ralf Gommers,2012-12-27 00:12:56,Merge branch 'pull-391-mstats' into master.  Closes #1798.,1798
89c7f42,Pauli Virtanen,2012-12-17 13:35:56,Merge pull request #387 from rgommers/ticket-1793-geom,1793
7b500f9,Pauli Virtanen,2011-08-27 10:24:26,BUG: spatial/qhull: cherry-pick previous qhull fixes,1528
f093dc8,Pauli Virtanen,2012-12-11 14:53:33,Merge pull request #380 from juliantaylor/dfsg-clean,1780
f98cb83,Julian Taylor,2012-12-11 22:10:01,add scipy/interpolate/interpnd.pyx.in to source tarball (#1780),1780
15e9ac0,Ralf Gommers,2012-12-02 10:58:09,Merge pull request #371 from rgommers/ticket-1779-nbinom-pmf,1779
9fc353a,Ralf Gommers,2012-12-02 14:53:39,BUG: fix precision issue with nbinom.pmf.  Closes ticket 1779.,1779,scipy/stats/distributions.py
9fc353a,Ralf Gommers,2012-12-02 14:53:39,BUG: fix precision issue with nbinom.pmf.  Closes ticket 1779.,1779,scipy/stats/tests/test_distributions.py
a27a690,Eric Moore,2012-10-25 22:50:54,BUG: special: orthopoly1d.__call__ shouldn't type check,1435,scipy/special/orthogonal.py
ef2a726,Pauli Virtanen,2012-11-23 03:01:39,MAINT: sparse: refactor identity() into eye(),1767,scipy/sparse/construct.py
ef2a726,Pauli Virtanen,2012-11-23 03:01:39,MAINT: sparse: refactor identity() into eye(),1767,scipy/sparse/tests/test_construct.py
152de29,Pauli Virtanen,2012-11-23 01:26:46,Merge pull request #353 from jtravs/interp2d_rectangular_fixes,898
7adfbbd,John Travers,2012-11-11 17:49:58,"ENH: interpolate: use fitpack's regrid if possible, fixes #286",1364,scipy/interpolate/interpolate.py
9937cb2,Pauli Virtanen,2012-11-17 14:48:09,Merge pull request gh-355 from cgohlke/patch-1,355
b3c0699,Ralf Gommers,2012-09-22 10:41:51,TST: add a test for special.stdtr().,1734,scipy/special/tests/test_basic.py
c3d3d12,Ralf Gommers,2012-10-30 22:08:05,BUG: fix special.hyp0f1 for negative input.  Also add docs and tests.,1750,scipy/special/basic.py
c3d3d12,Ralf Gommers,2012-10-30 22:08:05,BUG: fix special.hyp0f1 for negative input.  Also add docs and tests.,1750,scipy/special/tests/test_basic.py
a599e09,Pauli Virtanen,2012-11-03 18:10:12,ENH: special: add erfcx function (#1758),1758,scipy/special/__init__.py
a599e09,Pauli Virtanen,2012-11-03 18:10:12,ENH: special: add erfcx function (#1758),1758,scipy/special/add_newdocs.py
a599e09,Pauli Virtanen,2012-11-03 18:10:12,ENH: special: add erfcx function (#1758),1758,scipy/special/generate_ufuncs.py
a599e09,Pauli Virtanen,2012-11-03 18:10:12,ENH: special: add erfcx function (#1758),1758,scipy/special/tests/test_basic.py
62200ff,Pauli Virtanen,2012-10-20 20:49:05,BUG: special: fix accuracy issues in complex erf by reimplementing it,1207,scipy/special/__init__.py
62200ff,Pauli Virtanen,2012-10-20 20:49:05,BUG: special: fix accuracy issues in complex erf by reimplementing it,1207,scipy/special/generate_ufuncs.py
62200ff,Pauli Virtanen,2012-10-20 20:49:05,BUG: special: fix accuracy issues in complex erf by reimplementing it,1207,scipy/special/setup.py
62200ff,Pauli Virtanen,2012-10-20 20:49:05,BUG: special: fix accuracy issues in complex erf by reimplementing it,1207,scipy/special/tests/test_basic.py
62200ff,Pauli Virtanen,2012-10-20 20:49:05,BUG: special: fix accuracy issues in complex erf by reimplementing it,1207,scipy/special/tests/test_data.py
62200ff,Pauli Virtanen,2012-10-20 20:49:05,BUG: special: fix accuracy issues in complex erf by reimplementing it,1207,scipy/special/tests/test_mpmath.py
13f5f02,Ralf Gommers,2012-10-10 11:18:45,Merge pull request #331 from pv/ticket/1741,1741
e80cb04,Pauli Virtanen,2012-10-06 14:28:15,BUG: special: replace wofz implementation with a license-compatible one (#1741),1741,scipy/special/__init__.py
e80cb04,Pauli Virtanen,2012-10-06 14:28:15,BUG: special: replace wofz implementation with a license-compatible one (#1741),1741,scipy/special/setup.py
e80cb04,Pauli Virtanen,2012-10-06 14:28:15,BUG: special: replace wofz implementation with a license-compatible one (#1741),1741,scipy/special/tests/test_basic.py
61fbbb6,Ralf Gommers,2012-10-03 21:02:05,BUG: fix segfault in fftpack on OS X >=10.7 when compiling with llvm-gcc.,1737
72816a9,Ralf Gommers,2012-09-22 09:30:55,DOC: fix description of limit kw of stats.mstats.mquantiles.  Closes #1731.,1731,scipy/stats/mstats_basic.py
c11f935,Ralf Gommers,2012-09-22 09:28:27,DOC: fix type description of origin kw to ndimage.convolve.  Closes #1733.,1733,scipy/ndimage/filters.py
228baa0,Gilles Rochefort,2012-09-18 01:29:26,ENH: add callback to lbfgsb (ticket 923),923,scipy/optimize/_minimize.py
228baa0,Gilles Rochefort,2012-09-18 01:29:26,ENH: add callback to lbfgsb (ticket 923),923,scipy/optimize/lbfgsb.py
7fccca6,Gilles Rochefort,2012-09-17 23:12:59,ENH: add maximum iterations as a stopping condition in optimize/lbfgsb (ticket 932),932,scipy/optimize/lbfgsb.py
f7b6403,Ralf Gommers,2012-09-08 17:28:44,"MAINT: disable sort keyword of linalg.qz, due to Windows issues.  See #1717.",1717,scipy/linalg/_decomp_qz.py
f7b6403,Ralf Gommers,2012-09-08 17:28:44,"MAINT: disable sort keyword of linalg.qz, due to Windows issues.  See #1717.",1717,scipy/linalg/tests/test_decomp.py
c74b315,Ralf Gommers,2012-08-18 12:41:46,BUG: skip unknown wavfile chunks when reading; still return the data.,1585,scipy/io/wavfile.py
baa8f73,Skipper Seabold,2012-08-09 15:22:41,TST: fix linalg.qz test to avoid seg fault on Windows.  Closes #1717.,1717,scipy/linalg/tests/test_decomp.py
a21d70a,Ralf Gommers,2012-08-05 17:56:09,DOC: fix incorrect formula for the pdf of the gamma distribution.,1713,scipy/stats/distributions.py
3ba682b,Ralf Gommers,2011-11-13 12:26:07,TST: sparse: mark dok matrix tests as knownfail with python 2.4 for 0.10.x.  See #1559.,1559,scipy/sparse/tests/test_base.py
d0e24ee,Ralf Gommers,2012-07-17 10:37:53,Merge pull request #257 from rgommers/ticket-1680-bigendian-typecheck,1680
9689399,Ralf Gommers,2012-07-17 19:03:19,Merge branch 'pull-266-laplacian' into master.,1681
52a740c,Ralf Gommers,2012-07-16 20:45:24,GEN: regenerate _shortest_path.c from Cython sources.,1673
11fba4e,Ralf Gommers,2012-07-16 20:41:25,BUG: fix intermittent failures in sparse.csgraph.shortest_path tests.,1701
8647010,Ralf Gommers,2012-07-10 07:59:29,Merge pull request #260 from capnrefsmmat/wilcoxon-doc,1413
a792eb7,Ralf Gommers,2012-06-27 20:39:29,TST: mark integrate ctypes test that fails in non-reproducible way as knownfail,1684,scipy/integrate/tests/test_quadpack.py
4625c06,Ralf Gommers,2012-06-27 21:46:45,BUG: fix dtype comparison on big-endian machines.  Closes ticket 1680.,1680,scipy/sparse/linalg/dsolve/umfpack/umfpack.py
3199911,Ralf Gommers,2012-06-10 15:31:01,Merge pull request #252 from matthew-brett/fix-1230,1230
b65beb1,Matthew Brett,2012-06-10 11:34:22,RF: fix for squeezing 0d scalars from ticket 1230,1230,scipy/io/matlab/tests/test_mio.py
0ea1d6d,Matthew Brett,2012-06-10 02:41:18,BUG: io.matlab: fix byte-order detection.  Closes ticket 1173.,1173,scipy/io/matlab/mio4.py
0ea1d6d,Matthew Brett,2012-06-10 02:41:18,BUG: io.matlab: fix byte-order detection.  Closes ticket 1173.,1173,scipy/io/matlab/tests/test_mio.py
960e3c4,Thouis (Ray) Jones,2012-06-05 11:33:24,BUG: ndimage: Trac ticket 1491 -- ndimage.label ignores output keyword,1491,scipy/ndimage/measurements.py
960e3c4,Thouis (Ray) Jones,2012-06-05 11:33:24,BUG: ndimage: Trac ticket 1491 -- ndimage.label ignores output keyword,1491,scipy/ndimage/tests/test_measurements.py
07f84e3,Jonathan Helmus,2012-05-07 13:51:01,BUG: fix issue with ndimage.zoom. Closes ticket 1122.,1122,scipy/ndimage/interpolation.py
07f84e3,Jonathan Helmus,2012-05-07 13:51:01,BUG: fix issue with ndimage.zoom. Closes ticket 1122.,1122,scipy/ndimage/tests/test_ndimage.py
e6cc0e1,Ralf Gommers,2012-06-06 22:29:58,TST: fix one Python 2.4 issue and skip some tests with numpy < 1.6 in csgraph.,1669,scipy/io/tests/test_netcdf.py
e6cc0e1,Ralf Gommers,2012-06-06 22:29:58,TST: fix one Python 2.4 issue and skip some tests with numpy < 1.6 in csgraph.,1669,scipy/sparse/coo.py
e6cc0e1,Ralf Gommers,2012-06-06 22:29:58,TST: fix one Python 2.4 issue and skip some tests with numpy < 1.6 in csgraph.,1669,scipy/sparse/csgraph/tests/test_conversions.py
e6cc0e1,Ralf Gommers,2012-06-06 22:29:58,TST: fix one Python 2.4 issue and skip some tests with numpy < 1.6 in csgraph.,1669,scipy/sparse/csgraph/tests/test_shortest_path.py
e6cc0e1,Ralf Gommers,2012-06-06 22:29:58,TST: fix one Python 2.4 issue and skip some tests with numpy < 1.6 in csgraph.,1669,scipy/spatial/tests/test_qhull.py
e6cc0e1,Ralf Gommers,2012-06-06 22:29:58,TST: fix one Python 2.4 issue and skip some tests with numpy < 1.6 in csgraph.,1669,scipy/stats/tests/test_stats.py
49ed1d2,Ralf Gommers,2012-06-03 17:17:26,"DEP: deprecate unused xa, xb params in stats.distributions.",1667,scipy/stats/distributions.py
cea0911,Ralf Gommers,2012-06-03 12:13:15,DOC: fix incorrect equation in spatial.distance.mahalanobis docstring.,1664,scipy/spatial/distance.py
1daab3c,Ralf Gommers,2012-05-20 09:06:45,Merge pull request #215 from nokfi/ticket1651,1651
de27171,Ralf Gommers,2012-05-14 12:41:27,Merge pull request #209 from stefanv/doc_global_imports,1656
f7083b6,Stefan van der Walt,2012-05-08 16:13:51,TST: stats: Add regression test for ticket 1638.,1638,scipy/stats/tests/test_distributions.py
005cdcf,Stefan van der Walt,2012-05-07 20:04:00,Merge pull request #203 from jjhelmus/ticket-954-fix,954
92f62aa,Ralf Gommers,2012-05-05 08:06:55,Merge pull request #188 from rgommers/ticket-1614-norm-logcdf,1614
75409c2,Ralf Gommers,2012-04-26 23:15:33,Merge pull request #194 from rgommers/collection-of-fixes,1385
e98c18e,Ralf Gommers,2012-04-22 20:58:27,MAINT: fix more Sphinx issues.  Also closes #1643.,1643,scipy/stats/kde.py
dc3a6f6,Ralf Gommers,2012-04-17 22:17:20,STY: fix odd use of array.nonzero().  Closes #1632.,1632,scipy/sparse/coo.py
e60098c,Ralf Gommers,2012-04-15 11:23:47,"BUG: py3k: func_name attribute of functions was removed, use __name__.",1576,scipy/optimize/minpack.py
e60098c,Ralf Gommers,2012-04-15 11:23:47,"BUG: py3k: func_name attribute of functions was removed, use __name__.",1576,scipy/optimize/tests/test_minpack.py
e60098c,Ralf Gommers,2012-04-15 11:23:47,"BUG: py3k: func_name attribute of functions was removed, use __name__.",1576,scipy/weave/bytecodecompiler.py
dcfc275,Ralf Gommers,2012-04-14 19:37:10,TST: filter test warnings from bivariate spline tests in interpolate.,1642,scipy/interpolate/tests/test_fitpack2.py
e089c85,Ralf Gommers,2012-04-14 17:34:19,MAINT: fix some build warnings.  Closes ticket 1528.,1528
61c61e9,Ralf Gommers,2012-04-14 15:45:17,TST: fix ResourceWarnings under python 3.2.  Closes #1385.,1385,scipy/cluster/tests/test_hierarchy.py
61c61e9,Ralf Gommers,2012-04-14 15:45:17,TST: fix ResourceWarnings under python 3.2.  Closes #1385.,1385,scipy/cluster/tests/test_vq.py
61c61e9,Ralf Gommers,2012-04-14 15:45:17,TST: fix ResourceWarnings under python 3.2.  Closes #1385.,1385,scipy/io/arff/tests/test_arffread.py
61c61e9,Ralf Gommers,2012-04-14 15:45:17,TST: fix ResourceWarnings under python 3.2.  Closes #1385.,1385,scipy/io/matlab/tests/test_mio.py
61c61e9,Ralf Gommers,2012-04-14 15:45:17,TST: fix ResourceWarnings under python 3.2.  Closes #1385.,1385,scipy/io/matlab/tests/test_mio_funcs.py
61c61e9,Ralf Gommers,2012-04-14 15:45:17,TST: fix ResourceWarnings under python 3.2.  Closes #1385.,1385,scipy/io/tests/test_netcdf.py
61c61e9,Ralf Gommers,2012-04-14 15:45:17,TST: fix ResourceWarnings under python 3.2.  Closes #1385.,1385,scipy/io/tests/test_wavfile.py
70c214a,Ralf Gommers,2012-04-01 16:34:29,TST: add unit test for improved precision norm.logcdf().  Closes #1614.,1614,scipy/stats/tests/test_distributions.py
eda8a85,Andrew Schein,2012-04-01 16:12:52,ENH: increase precision of logcdf of the normal distribution.  See #1614.,1614,scipy/stats/distributions.py
f5f58da,Ralf Gommers,2012-03-30 20:49:02,MAINT: remove unused imports from setup.py.  Closes #1635.,1635,setup.py
8da2f88,Ralf Gommers,2012-03-10 09:58:47,Merge branch 'jpaalasm/lbfgsb_3.0' into master.,1514
c90457f,Denis Laxalde,2012-03-05 12:52:06,Merge pull request #175 from dlaxalde/revert-ncg-hess,1617
9e476e5,Denis Laxalde,2012-03-04 20:45:26,"Revert ""ENH: optimize/minimize: combine hess and hessp parameters"" (#1617)",1617,scipy/optimize/minimize.py
9e476e5,Denis Laxalde,2012-03-04 20:45:26,"Revert ""ENH: optimize/minimize: combine hess and hessp parameters"" (#1617)",1617,scipy/optimize/optimize.py
9e476e5,Denis Laxalde,2012-03-04 20:45:26,"Revert ""ENH: optimize/minimize: combine hess and hessp parameters"" (#1617)",1617,scipy/optimize/tests/test_optimize.py
6779fb1,Ralf Gommers,2012-02-19 17:53:38,DEP: misc: deprecate misc.radon.,1579,scipy/misc/pilutil.py
d24cc56,Ralf Gommers,2012-02-18 03:57:03,Merge pull request #162 from pv/bug/1597-umfpack-free,1597
9f90914,Pauli Virtanen,2012-02-15 23:46:04,BUG: sparse/umfpack: free data in UmfpackContext.__del__ (#1597),1597,scipy/sparse/linalg/dsolve/umfpack/umfpack.py
a35418a,Pauli Virtanen,2012-02-14 23:45:26,BUG: cluster: fix a bug in type checking in vq (#1596),1596,scipy/cluster/tests/test_vq.py
605cf80,Ralf Gommers,2012-02-05 12:10:15,Merge pull request #148 from rgommers/ticket-1421-discrete-dists,1421
d064c35,Pauli Virtanen,2012-02-05 16:45:53,BUG: linalg: fix invalid rwork size in svd (#1580),1580,scipy/linalg/tests/test_decomp.py
7d608b2,Ralf Gommers,2012-01-02 20:57:03,DOC: stats.distributions: update discrete example.  Closes #1421.,1421,scipy/stats/__init__.py
7d608b2,Ralf Gommers,2012-01-02 20:57:03,DOC: stats.distributions: update discrete example.  Closes #1421.,1421,scipy/stats/distributions.py
6eb2da0,Ralf Gommers,2012-01-04 21:02:05,"ENH: integrate: add 'initial' kw to cumtrapz, which makes len(out) == len(in).",1574,scipy/integrate/quadrature.py
6eb2da0,Ralf Gommers,2012-01-04 21:02:05,"ENH: integrate: add 'initial' kw to cumtrapz, which makes len(out) == len(in).",1574,scipy/integrate/tests/test_quadrature.py
39001f6,Pauli Virtanen,2012-01-22 17:00:32,BUG: sparse.linalg: add re-entrancy checks to fortran-based solvers (#1426),1426,scipy/lib/decorator.py
39001f6,Pauli Virtanen,2012-01-22 17:00:32,BUG: sparse.linalg: add re-entrancy checks to fortran-based solvers (#1426),1426,scipy/sparse/linalg/isolve/iterative.py
39001f6,Pauli Virtanen,2012-01-22 17:00:32,BUG: sparse.linalg: add re-entrancy checks to fortran-based solvers (#1426),1426,scipy/sparse/linalg/isolve/tests/test_iterative.py
f01c026,Ralf Gommers,2011-12-30 22:28:26,MAINT: gaussian_kde: better error message for 0/1-element input.  Closes #1167.,1167,scipy/stats/kde.py
3ec83d3,Warren Weckesser,2011-12-27 22:51:48,BUG: stats: Fixed calculation of the variance and skewness for the powerlaw distribution (ticket 1548),1548,scipy/stats/distributions.py
3ec83d3,Warren Weckesser,2011-12-27 22:51:48,BUG: stats: Fixed calculation of the variance and skewness for the powerlaw distribution (ticket 1548),1548,scipy/stats/tests/test_distributions.py
d0b840e,Warren Weckesser,2011-12-17 09:53:35,BUG: stats: zscore and zmap did not handle the axis keyword correctly (ticket 1575),1575,scipy/stats/stats.py
d0b840e,Warren Weckesser,2011-12-17 09:53:35,BUG: stats: zscore and zmap did not handle the axis keyword correctly (ticket 1575),1575,scipy/stats/tests/test_stats.py
0cac0b5,Warren Weckesser,2011-11-06 16:41:22,BUG: stats: fixed calculation of the variance and kurtosis of the Tukey Lambda distribution (ticket 1545),1545,scipy/stats/_tukeylambda_stats.py
0cac0b5,Warren Weckesser,2011-11-06 16:41:22,BUG: stats: fixed calculation of the variance and kurtosis of the Tukey Lambda distribution (ticket 1545),1545,scipy/stats/distributions.py
0cac0b5,Warren Weckesser,2011-11-06 16:41:22,BUG: stats: fixed calculation of the variance and kurtosis of the Tukey Lambda distribution (ticket 1545),1545,scipy/stats/tests/test_distributions.py
0cac0b5,Warren Weckesser,2011-11-06 16:41:22,BUG: stats: fixed calculation of the variance and kurtosis of the Tukey Lambda distribution (ticket 1545),1545,scipy/stats/tests/test_tukeylambda_stats.py
96e39ec,Josef Perktold,2011-10-30 21:06:26,"ENH: stats.distributions: propagate nans, changes thanks to Per Brodtkorb.",835,scipy/stats/distributions.py
96e39ec,Josef Perktold,2011-10-30 21:06:26,"ENH: stats.distributions: propagate nans, changes thanks to Per Brodtkorb.",835,scipy/stats/tests/test_distributions.py
bd971f2,Ralf Gommers,2011-09-25 17:33:02,"MAINT: update references svn --> git, or remove them.  Closes #1516.",1516,scipy/setup.py
bd971f2,Ralf Gommers,2011-09-25 17:33:02,"MAINT: update references svn --> git, or remove them.  Closes #1516.",1516,scipy/setupscons.py
bd971f2,Ralf Gommers,2011-09-25 17:33:02,"MAINT: update references svn --> git, or remove them.  Closes #1516.",1516,scipy/special/special_version.py
9001996,Ralf Gommers,2011-09-11 15:43:39,DOC: document sign convention in fftpack.hilbert.  Closes #1506.,1506,scipy/fftpack/pseudo_diffs.py
8947471,Ralf Gommers,2011-09-04 20:19:39,ENH: make interpolate.griddata work for unsorted 1-D data.  Closes #1406.,1406,scipy/interpolate/ndgriddata.py
8947471,Ralf Gommers,2011-09-04 20:19:39,ENH: make interpolate.griddata work for unsorted 1-D data.  Closes #1406.,1406,scipy/interpolate/tests/test_ndgriddata.py
fda88cf,Ralf Gommers,2011-08-28 13:54:35,TST: fix arpack test failure.  Closes #1503.,1503,scipy/sparse/linalg/eigen/arpack/arpack.py
023708d,Ralf Gommers,2011-08-27 13:25:52,DOC: add note that weave has a runtime dependency on python-dev Linux package.,1481,scipy/weave/__init__.py
b75d42e,Ralf Gommers,2011-08-18 22:51:15,BUG: solve segfaults in sparse.linalg.isolve on OS X.  Closes #1321 and #1472.,725,scipy/sparse/linalg/isolve/setup.py
e11bf1d,Ralf Gommers,2011-08-18 10:24:47,MAINT: remove pkgload stuff from main __init__.py.  See #1418.,1418,scipy/__init__.py
98c9f7c,Ralf Gommers,2011-08-22 12:47:57,"ENH: improve accuracy of distributions.ncx2, add logpdf method.  Closes #1081.",1081,scipy/stats/distributions.py
ff96ef0,Ralf Gommers,2011-08-19 22:48:19,DOC: document limitation of invgauss.cdf. Improve numerical accuracy a little.,869,scipy/stats/distributions.py
2261556,Warren Weckesser,2011-08-08 22:22:42,"BUG: stats: skewtest can not handle less than 8 samples, so rather than raising a warning and then crashing, raise a ValueError when there are too few samples.  Closes ticket 1492.",1492,scipy/stats/stats.py
2261556,Warren Weckesser,2011-08-08 22:22:42,"BUG: stats: skewtest can not handle less than 8 samples, so rather than raising a warning and then crashing, raise a ValueError when there are too few samples.  Closes ticket 1492.",1492,scipy/stats/tests/test_stats.py
261e1e7,Warren Weckesser,2011-08-07 22:29:12,BUG: signal: 'decimate' returned array with the wrong shape. Closes ticket 1480.,1480,scipy/signal/signaltools.py
261e1e7,Warren Weckesser,2011-08-07 22:29:12,BUG: signal: 'decimate' returned array with the wrong shape. Closes ticket 1480.,1480,scipy/signal/tests/test_signaltools.py
73bd846,Warren Weckesser,2011-08-07 21:10:21,BUG: stats: Corrected docstring for scipy.stats.normaltest.  Closes ticket 1479.,1479,scipy/stats/stats.py
6fb3507,Warren Weckesser,2011-08-06 19:00:07,"ENH: stats: Added the stats.contingency module containing some contingency table functions.  The main function, chi2_contingency, is also added to the scipy.stats namespace.  See pull request 34 and ticket 1203 for details.",1203,scipy/stats/__init__.py
6fb3507,Warren Weckesser,2011-08-06 19:00:07,"ENH: stats: Added the stats.contingency module containing some contingency table functions.  The main function, chi2_contingency, is also added to the scipy.stats namespace.  See pull request 34 and ticket 1203 for details.",1203,scipy/stats/contingency.py
6fb3507,Warren Weckesser,2011-08-06 19:00:07,"ENH: stats: Added the stats.contingency module containing some contingency table functions.  The main function, chi2_contingency, is also added to the scipy.stats namespace.  See pull request 34 and ticket 1203 for details.",1203,scipy/stats/info.py
6fb3507,Warren Weckesser,2011-08-06 19:00:07,"ENH: stats: Added the stats.contingency module containing some contingency table functions.  The main function, chi2_contingency, is also added to the scipy.stats namespace.  See pull request 34 and ticket 1203 for details.",1203,scipy/stats/stats.py
6fb3507,Warren Weckesser,2011-08-06 19:00:07,"ENH: stats: Added the stats.contingency module containing some contingency table functions.  The main function, chi2_contingency, is also added to the scipy.stats namespace.  See pull request 34 and ticket 1203 for details.",1203,scipy/stats/tests/test_contingency.py
16e2c2e,Pauli Virtanen,2011-07-15 17:37:07,ENH: constants: update to CODATA 2010 values (#1478),1478,scipy/constants/codata.py
16e2c2e,Pauli Virtanen,2011-07-15 17:37:07,ENH: constants: update to CODATA 2010 values (#1478),1478,scipy/constants/info.py
16e2c2e,Pauli Virtanen,2011-07-15 17:37:07,ENH: constants: update to CODATA 2010 values (#1478),1478,scipy/constants/tests/test_codata.py
0547eea,rgommers,2011-03-10 11:03:14,BLD: help compilation on AIX by making some values doubles,1299
5698591,rgommers,2011-06-12 22:53:16,DOC: raise more informative error in signal.tf2ss. Closes #1096.,1096,scipy/signal/ltisys.py
6955911,rgommers,2011-06-05 16:05:27,ENH: add 1-sided Fisher's exact test. Tighten test precision of 2-sided tests.,1394,scipy/stats/stats.py
6955911,rgommers,2011-06-05 16:05:27,ENH: add 1-sided Fisher's exact test. Tighten test precision of 2-sided tests.,1394,scipy/stats/tests/test_stats.py
1e2d0c9,Warren Weckesser,2011-06-11 12:45:10,BUG: integrate: handle additional function arguments with the dopri5 solver (fix for ticket 1392),1392,scipy/integrate/ode.py
1e2d0c9,Warren Weckesser,2011-06-11 12:45:10,BUG: integrate: handle additional function arguments with the dopri5 solver (fix for ticket 1392),1392,scipy/integrate/tests/test_integrate.py
8d4665f,Warren Weckesser,2011-06-03 07:19:45,"ENH: signal: enhanced scipy.signal.filtfilt * Rewrote lfilter_zi, and added a docstring that explains what it does. * Enhanced filtfilt so that it can filter a given axis in an n-dimensional array,   and also allow more flexibility in how the data is extended before filtering. * Added the module _arraytools.py, which provides the convenient functions   axis_slice and axis_reverse, and the axis extension functions odd_ext,   even_ext and const_ext. * Changes to filtfilt also fix bug #1410.",1410,scipy/signal/_arraytools.py
8d4665f,Warren Weckesser,2011-06-03 07:19:45,"ENH: signal: enhanced scipy.signal.filtfilt * Rewrote lfilter_zi, and added a docstring that explains what it does. * Enhanced filtfilt so that it can filter a given axis in an n-dimensional array,   and also allow more flexibility in how the data is extended before filtering. * Added the module _arraytools.py, which provides the convenient functions   axis_slice and axis_reverse, and the axis extension functions odd_ext,   even_ext and const_ext. * Changes to filtfilt also fix bug #1410.",1410,scipy/signal/signaltools.py
8d4665f,Warren Weckesser,2011-06-03 07:19:45,"ENH: signal: enhanced scipy.signal.filtfilt * Rewrote lfilter_zi, and added a docstring that explains what it does. * Enhanced filtfilt so that it can filter a given axis in an n-dimensional array,   and also allow more flexibility in how the data is extended before filtering. * Added the module _arraytools.py, which provides the convenient functions   axis_slice and axis_reverse, and the axis extension functions odd_ext,   even_ext and const_ext. * Changes to filtfilt also fix bug #1410.",1410,scipy/signal/tests/test_array_tools.py
8d4665f,Warren Weckesser,2011-06-03 07:19:45,"ENH: signal: enhanced scipy.signal.filtfilt * Rewrote lfilter_zi, and added a docstring that explains what it does. * Enhanced filtfilt so that it can filter a given axis in an n-dimensional array,   and also allow more flexibility in how the data is extended before filtering. * Added the module _arraytools.py, which provides the convenient functions   axis_slice and axis_reverse, and the axis extension functions odd_ext,   even_ext and const_ext. * Changes to filtfilt also fix bug #1410.",1410,scipy/signal/tests/test_signaltools.py
f5edbd1,Ralf Gommers,2011-05-01 10:34:56,DOC: complete fftpack module docstring. Closes #1431.,1431,scipy/fftpack/helper.py
